,hotel_address,additional_number_of_scoring,review_date,average_score,hotel_name,total_number_of_reviews,reviewer_score,lat,lng
188290,43 51 Wembley Hill Road Brent London HA9 8AU United Kingdom,540,7/26/2017,8.9,St George s Hotel Wembley,2274,10.0,51.5553678,-0.28649450000000004
189502,43 Rue De l Abb Gr goire 6th arr 75006 Paris France,6,6/19/2017,8.5,Hotel Le Saint Gregoire,106,5.8,48.8471891,2.3260137999999997
189522,43 Rue des Mathurins 8th arr 75008 Paris France,135,8/3/2017,8.6,Le Mathurin Hotel Spa,1184,9.6,48.8732068,2.3239015
189680,43 rue Monsieur le Prince 6th arr 75006 Paris France,25,7/10/2017,8.9,H tel Saint Paul Rive Gauche,135,9.6,48.84968189999999,2.3402806000000003
189725,43 Worple Road Wimbledon London SW19 4JZ United Kingdom,166,8/3/2017,8.3,The Justin James Hotel,561,5.4,51.4202661,-0.21126799999999998
189985,44 Grosvenor Square Westminster Borough London W1K 2HP United Kingdom,806,8/3/2017,7.8,Millennium Hotel London Mayfair,3117,9.6,51.510574,-0.1509951
191208,44 rue de Bourgogne 7th arr 75007 Paris France,56,9/23/2015,8.7,H tel de Varenne,315,9.2,48.8570275,2.3170282
191333,44 Rue Madame 6th arr 75006 Paris France,24,5/29/2017,8.8,A La Villa Madame,185,10.0,48.8488608,2.3315257000000003
191374,45 Curtain Road Hackney London EC2A 4PJ United Kingdom,18,8/2/2017,9.1,The Curtain,59,9.6,51.5237209,-0.0806178
191379,45 Park Lane Westminster Borough London W1K 1PN United Kingdom,27,6/6/2016,9.4,45 Park Lane Dorchester Collection,68,10.0,51.5063709,-0.1515359
191432,45 Prescot Street City of London London E1 8GP United Kingdom,531,8/2/2017,8.7,Grange Tower Bridge Hotel,1668,7.9,51.511550899999996,-0.0714919
192106,45 Rue des Acacias 17th arr 75017 Paris France,49,7/19/2017,9.3,Le Tsuba Hotel,287,10.0,48.877762100000005,2.293177
192179,45 St Martin s Lane Westminster Borough London WC2N 4HX United Kingdom,338,2/17/2016,9.0,St Martins Lane A Morgans Original,1241,7.1,51.5104696,-0.12658239999999998
192618,46 Avenue George V 8th arr 75008 Paris France,25,5/15/2016,9.0,H tel Barri re Le Fouquet s,194,9.2,48.8710709,2.3013119
192706,46 Blackfriars Road Southwark London SE1 8NZ United Kingdom,231,8/2/2017,8.7,Novotel London Blackfriars,1362,8.8,51.505016499999996,-0.10498310000000001
192712,6 8 Rue Duphot 1st arr 75001 Paris France,109,10/11/2016,9.1,Le Burgundy Paris,683,9.6,48.8680055,2.3260075000000002
192865,5 7 Rue De Montalembert 7th arr 75007 Paris France,33,7/27/2017,8.6,H tel Pont Royal,249,5.8,48.85656289999999,2.3273623
192947,5 7 Rue Th r se 1st arr 75001 Paris France,91,8/4/2015,9.0,H tel Th r se,509,9.2,48.8816306,2.2992146
193079,8 Avenue Rapp 7th arr 75007 Paris France,74,9/29/2016,8.9,Derby Alma,509,8.8,48.8605031,2.3006606
193137,48 Rue De L arbre Sec 1st arr 75001 Paris France,74,5/10/2016,8.6,L Empire Paris,619,9.2,48.8607764,2.3427564
193140,46 Rue De Tr vise 9th arr 75009 Paris France,5,7/25/2017,8.8,Hotel Villa Lafayette Paris IX,97,8.8,48.87608839999999,2.3456465
193165,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom,122,8/2/2017,8.9,Canary Riverside Plaza Hotel,310,9.6,51.506699100000006,-0.0280208
193181,5 Olympic Way Wembley Brent London HA9 0NP United Kingdom,832,4/25/2017,8.9,Novotel London Wembley,2924,10.0,51.5611271,-0.2787261
193305,47 Welbeck Street Westminster Borough London W1G 8DN United Kingdom,411,8/3/2017,8.9,The Marylebone Hotel,1738,8.8,51.51802070000001,-0.1500567
193361,49 50 St John s Square Islington London EC1V 4JJ United Kingdom,25,10/20/2015,9.1,The Zetter Townhouse Clerkenwell,81,9.6,51.523156400000005,-0.1035134
193373,5 rue de Berri 8th arr 75008 Paris France,329,6/14/2016,8.1,Warwick Paris Former Warwick Champs Elysees ,1813,7.9,48.8722019,2.3030866000000003
193387,49 53 New Road Tower Hamlets London E1 1HH United Kingdom,187,8/4/2015,7.6,The Whitechapel,830,7.9,51.5161286,-0.06244580000000001
193504,49 Avenue Marceau 16th arr 75116 Paris France,112,11/20/2015,8.2,Suites H tel Helzear Champs Elys es,965,10.0,48.8691399,2.2981024
193545,49 Rue La Fayette 9th arr 75009 Paris France,205,2/13/2017,8.1,Best Western Premier Op ra Faubourg Ex Hotel Jules ,1966,7.5,48.8753359,2.3414617
193585,5 rue du 8 Mai 1945 10th arr 75010 Paris France,710,1/18/2017,7.9,Holiday Inn Paris Gare de l Est,6511,7.9,48.8758981,2.3590504
193874,5 rue Louis Codet 7th arr 75007 Paris France,160,4/29/2016,9.0,Le Cinq Codet,1055,7.5,48.8547869,2.3084819
194463,5 Rue Marivaux 2nd arr 75002 Paris France,76,3/11/2016,9.2,La Maison Favart,489,9.6,48.870808000000004,2.3372737
194644,5 Rue Saint Roch 1st arr 75001 Paris France,32,12/31/2016,8.8,Le Pradey,267,9.6,48.8645309,2.3315532
194682,49 Gloucester Place Marble Arch Westminster Borough London W1U 8JE United Kingdom,61,8/2/2017,7.4,St George Hotel,334,5.0,51.518276799999995,-0.1583511
194684,51 Rue de Malte 11th arr 75011 Paris France,21,7/3/2016,8.9,Hotel Le Mareuil,153,10.0,48.865989899999995,2.3674148999999995
194719,5 7 rue Rampon 11th arr 75011 Paris France,69,5/2/2017,9.1,Le G n ral H tel,480,9.2,48.8662695,2.3668616
194932,54 Queens Gate Kensington and Chelsea London SW7 5JW United Kingdom,161,11/17/2016,8.2,Fifty Four Boutique Hotel,684,7.5,51.4963008,-0.1796853
195024,54 rue Pierre Charron 8th arr 75008 Paris France,189,3/22/2016,8.5,Chateau Frontenac,858,9.2,48.868946799999996,2.3026558999999995
195129,49 rue Pierre Charron 8th arr 75008 Paris France,19,4/29/2017,8.2,Pershing Hall,67,10.0,48.8691325,2.3021659
195143,5 7 Princes Square Kensington and Chelsea London W2 4NP United Kingdom,371,8/3/2017,7.3,The Premier Notting Hill,2215,9.2,51.5127453,-0.1926437
195202,5 Cavell Street Tower Hamlets London E1 2BP United Kingdom,275,6/20/2017,8.5,Holiday Inn London Whitechapel,1131,9.6,51.5154006,-0.05723640000000001
195403,59 Leinster Square Kensington and Chelsea London W2 4PS United Kingdom,337,3/22/2016,7.6,New Linden Hotel,2820,7.1,51.51338320000001,-0.19266170000000002
195545,6 Avenue Montaigne 8th arr 75008 Paris France,68,11/20/2016,8.1,Hotel Montaigne,431,7.5,48.865466999999995,2.3038811000000003
195580,6 rue Balzac 8th arr 75008 Paris France,117,7/3/2016,8.3,H tel Balzac,694,9.6,48.8732785,2.3004173999999997
195747,5 Curzon St Westminster Borough London W1J 5HL United Kingdom,431,3/7/2017,7.9,Washington Mayfair Hotel,1532,10.0,51.5060237,-0.151078
196431,5 bis rue Massenet 16th arr 75016 Paris France,38,8/3/2017,8.0,Best Western Premier Trocadero La Tour,216,8.3,48.858312700000006,2.2795075000000002
197307,6 rue Buffault 9th arr 75009 Paris France,114,4/17/2017,8.3,Hotel Eug ne en Ville,1093,10.0,48.875011900000004,2.3416769
197554,5 Fairmont Avenue Canary Wharf Tower Hamlets London E14 9JB United Kingdom,620,8/2/2017,9.0,Radisson Blu Edwardian New Providence Wharf,1974,10.0,51.506557799999996,-0.004514
197644,62 Rue Des Mathurins 8th arr 75008 Paris France,77,5/9/2016,9.0,Hotel Monsieur,817,9.2,48.8735135,2.3217457
197878,5 More London Place Tooley Street Southwark London SE1 2BY United Kingdom,484,8/28/2016,8.7,Hilton London Tower Bridge,1705,10.0,51.504575,-0.082675
198051,628 Western Avenue London W3 0TA United Kingdom,131,6/22/2017,8.9,Park Plaza London Park Royal,425,9.6,51.527262,-0.282992
198174,64 76 Hendon Way London NW2 2NL United Kingdom,471,6/19/2017,7.9,Best Western Palm Hotel,2037,2.5,51.5634756,-0.20427579999999998
199771,5 Rue Belidor 17th arr 75017 Paris France,50,12/14/2015,8.8,Les Jardins De La Villa Spa,622,7.9,48.8801757,2.2859534
199786,66 Great Queen Street Covent Garden Camden London WC2B 5BX United Kingdom,377,3/6/2017,8.5,Kingsway Hall Hotel,1363,7.1,51.5158643,-0.1200625
199910,7 Rue Magellan 8th arr 75008 Paris France,79,7/28/2016,8.7,Francois 1er,603,10.0,48.87018870000001,2.2997281000000003
200642,75 Gower Street Camden London WC1E 6HJ United Kingdom,369,6/21/2017,6.4,Hotel Cavendish,2275,6.3,51.522052200000005,-0.132414
200766,5 place de l Od on 6th arr 75006 Paris France,14,7/2/2017,8.3,Le Relais M dicis,149,6.3,48.849761799999996,2.3392336
201314,5 rue de la Paix 2nd arr 75002 Paris France,25,7/1/2017,8.9,Park Hyatt Paris Vendome,124,8.8,48.868815500000004,2.3305236000000003
201343,5 Rue De Malte 11th arr 75011 Paris France,31,7/27/2017,9.1,My Home In Paris,338,9.2,48.8636049,2.3688352000000004
201425,5 Rue de Montyon 9th arr 75009 Paris France,19,7/10/2017,7.5,Mercure Paris Op ra Faubourg Montmartre,223,6.3,48.872963899999995,2.3444898999999997
201458,5 rue de Ponthieu 8th arr 75008 Paris France,63,1/9/2017,7.7,Best Western Plus Elys e Secret,646,6.7,48.870124700000005,2.311141
201569,5 rue des Arquebusiers 3rd arr 75003 Paris France,149,7/24/2017,8.1,Villa Beaumarchais,1442,9.6,48.8589516,2.3670407000000004
201587,8 Place Marguerite de Navarre 1st arr 75001 Paris France,245,3/21/2016,8.4,Novotel Paris Les Halles,2398,7.5,48.8607299,2.3465326
201773,8 rue Laferriere 9th arr 75009 Paris France,42,4/5/2017,8.7,H tel Arvor Saint Georges,493,8.8,48.8785454,2.3384866
201866,5 rue des Capucines 1st arr 75001 Paris France,73,7/30/2017,8.6,H tel Mansart Esprit de France,611,5.8,48.8684776,2.3298238
203549,5 Threadneedle Street City of London London EC2R 8AY United Kingdom,132,7/13/2017,8.8,Threadneedles Autograph Collection,390,5.4,51.5140208,-0.0854919
203607,50 Lancaster Gate Westminster Borough London W2 3NA United Kingdom,417,2/4/2016,6.7,Commodore Hotel,2400,6.7,51.512449600000004,-0.1795215
203654,50 Berners Street Westminster Borough London W1T 3NG United Kingdom,260,9/4/2016,9.0,Sanderson A Morgans Hotel,886,10.0,51.5174853,-0.1372109
204071,50 Great Cumberland Place Westminster Borough London W1H 7FD United Kingdom,133,7/12/2017,9.1,The Arch London,521,10.0,51.515921399999996,-0.15987939999999998
204395,85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,51,4/12/2017,9.4,La Chambre du Marais,301,9.2,48.863616799999996,2.3607998
204931,50 rue de Richelieu 1st arr 75001 Paris France,62,6/2/2017,8.3,Golden Tulip Washington Opera,542,10.0,48.866242,2.3373169
205218,51 57 rue de Courcelles 8th arr 75008 Paris France,272,1/9/2016,8.1,Hotel du Collectionneur Arc de Triomphe,1652,9.2,48.876920399999996,2.3069132000000003
205319,50 rue des Bernardins 5th arr 75005 Paris France,67,7/30/2017,9.1,Residence Henri IV,454,8.3,48.8481917,2.3490316000000004
205825,51 Gloucester Terrace Westminster Borough London W2 3DQ United Kingdom,126,8/3/2017,8.9,The Westbourne Hyde Park,716,10.0,51.513107399999996,-0.17787070000000002
205893,51 rue Letort 18th arr 75018 Paris France,40,6/16/2016,7.6,Best Western Le 18 Paris,527,9.6,48.8966167,2.3434842999999996
206069,52 rue Francois 1er 8th arr 75008 Paris France,149,6/19/2017,8.5,H tel Powers,956,8.3,48.8691409,2.3031502999999995
206151,51 Rue Lauriston 16th arr 75016 Paris France,14,7/9/2017,7.2,Mercure Paris Champs Elys es,182,6.3,48.8699731,2.2909401000000003
206272,52 54 Upper Richmond Road Wandsworth London SW15 2RN United Kingdom,144,8/3/2017,8.2,The Lodge Hotel Putney,525,6.7,51.45729910000001,-0.20554250000000002
206569,52 56 Inverness Terrace Westminster Borough London W2 3LB United Kingdom,545,8/2/2017,8.0,Shaftesbury Hyde Park International,2907,7.5,51.5123968,-0.186124
207132,52 Rue Oradour sur Glane 15th arr 75015 Paris France,171,7/19/2017,8.2,Oceania Paris Porte De Versailles,2541,6.7,48.8303023,2.2842872000000005
207343,53 59 Kilburn High Road Maida Vale London Camden London NW6 5SB United Kingdom,364,1/25/2017,7.1,BEST WESTERN Maitrise Hotel Maida Vale,1877,10.0,51.5366053,-0.19198320000000002
207555,52 Chiswell Street City of London London EC1Y 4SD United Kingdom,704,7/2/2017,8.8,The Montcalm At Brewery London City,2617,8.8,51.520815500000005,-0.0915319
208017,53 Upper Street Islington London N1 0UY United Kingdom,429,7/17/2017,8.6,Hilton London Angel Islington,1462,7.9,51.5360906,-0.10481760000000001
209158,52 rue Jenner 13th arr 75013 Paris France,20,5/2/2017,7.0,Villa Lut ce Port Royal,374,9.2,48.836420399999994,2.3603332000000004
210294,53 61 Southwark Bridge Road Southwark London SE1 9HH United Kingdom,233,8/2/2017,8.7,Novotel London City South,917,9.6,51.50548320000001,-0.0951196
210607,53 Park Lane Westminster Borough London W1K 1QA United Kingdom,173,4/20/2017,9.1,The Dorchester Dorchester Collection,545,9.2,51.507400700000005,-0.1524593
210833,53 Rue Richard Lenoir 11th arr 75011 Paris France,25,7/27/2017,8.1,Mercure Paris Bastille Marais,299,9.6,48.8571207,2.3805581
212011,54 Rue Saint Louis En L Ile 4th arr 75004 Paris France,61,7/11/2017,8.7,H tel Du Jeu De Paume,312,8.3,48.852037700000004,2.3557092
212066,54 Upper Berkeley Street Westminster Borough London W1H 7QR United Kingdom,130,10/28/2016,8.5,The Sumner Hotel,762,8.3,51.515289200000005,-0.160898
212383,54 Uxbridge Road Shepherds Bush Hammersmith and Fulham London W12 8LP United Kingdom,201,8/2/2017,8.7,W12 Rooms,900,9.6,51.5045326,-0.2191174
212417,55 61 Westbourne Terrace Westminster Borough London W2 3UY United Kingdom,791,10/7/2016,7.3,Shaftesbury Premier London Paddington,3609,7.5,51.5153672,-0.1783271
212486,56 rue de Montorgueil 2nd arr 75002 Paris France,32,6/9/2016,7.5,Victoires Opera,273,2.5,48.8648997,2.3469432999999995
212790,55 57 Avenue Raymond Poincare 16th arr 75016 Paris France,10,4/18/2017,8.1,Renaissance Paris Le Parc Trocadero Hotel,94,8.3,48.8673099,2.2856528
214143,55 Bld Rochechouart 9th arr 75009 Paris France,37,6/3/2016,7.8,Hotel Carlton s Montmartre,559,8.8,48.881906799999996,2.3410005000000003
214202,55 rue Monge 5th arr 75005 Paris France,66,1/13/2017,9.4,Hotel Monge,386,10.0,48.8447938,2.3524462
214571,56 57 Frith Street Westminster Borough London W1D 3JG United Kingdom,125,8/3/2017,8.3,Mimi s Hotel Soho,687,7.1,51.5140329,-0.13206510000000002
215008,57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom,241,8/2/2017,7.5,Holiday Inn London Oxford Circus,1287,7.9,51.516843,-0.14955739999999998
215037,6 Avenue Victor Hugo 16th arr 75116 Paris France,36,9/13/2016,7.0,Hotel Royal Elys es,251,7.5,48.872966600000005,2.2926226
215075,6 Holywell Lane Hackney London EC2A 3ET United Kingdom,500,6/20/2017,9.1,citizenM London Shoreditch,2113,9.6,51.5241373,-0.07869830000000001
215495,58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE United Kingdom,690,8/2/2017,8.6,Dorsett Shepherds Bush,2890,6.7,51.5039399,-0.2244232
217797,6 Avenue Fr miet 16th arr 75016 Paris France,14,4/27/2017,8.4,Hotel Sezz Paris,132,9.2,48.8566336,2.2852607000000003
217950,6 Boulevard Vincent Auriol 13th arr 75013 Paris France,81,7/11/2017,8.4,Mercure Paris Bercy Biblioth que,1082,7.5,48.837033399999996,2.372322
218075,6 Frith Street Soho Westminster Borough London W1D 3JA United Kingdom,126,8/2/2017,9.0,Hazlitt s,465,10.0,51.5143447,-0.1318157
218316,6 Hercules Road Lambeth London SE1 7DP United Kingdom,323,8/3/2017,8.8,Park Plaza London Waterloo,1489,7.9,51.4982412,-0.11347149999999999
219864,6 Rue Blaise Desgoffe 6th arr 75006 Paris France,14,6/23/2017,8.3,Victoria Palace Hotel,100,9.2,48.845758700000005,2.3243071
220078,6 rue Chauveau Lagarde 8th arr 75008 Paris France,133,8/3/2017,8.8,Newhotel Roblin,1327,8.3,48.8714152,2.3239679
220347,6 Rue Constance 18th arr 75018 Paris France,90,11/13/2015,9.3,Le Relais Montmartre,744,10.0,48.88545379999999,2.3335809
220360,6 Rue de l Arcade 8th arr 75008 Paris France,74,7/25/2017,7.2,Amarante Beau Manoir,759,9.2,48.870994,2.3235329
220690,6 Rue De La Tour 16th arr 75016 Paris France,74,7/31/2017,8.7,Hotel Maison FL,417,9.2,48.839639500000004,2.2663056
220776,6 rue du Helder 9th arr 75009 Paris France,99,11/10/2015,8.7,The Chess Hotel,1005,10.0,48.87160170000001,2.3349767999999997
220793,6 rue du General Lanrezac 17th arr 75017 Paris France,74,7/16/2017,8.7,Balmoral Champs Elys es,476,9.6,48.8759855,2.2939380000000003
221141,6 rue Gustave Charpentier 17th arr 75017 Paris France,59,6/11/2017,8.5,AC Hotel Paris Porte Maillot by Marriott,403,8.8,48.8820046,2.2818537999999995
221216,6 Rue Lecluse 17th arr 75017 Paris France,46,8/1/2017,9.2,B Montmartre,332,10.0,48.883631,2.3257642999999995
221278,6 Rue Pierre Demours 17th arr 75017 Paris France,57,6/29/2017,9.1,H tel Regent s Garden,552,10.0,48.879751299999995,2.2919633999999998
221397,6 Rue Saint Lambert 15th arr 75015 Paris France,15,6/30/2017,8.0,Mercure Paris 15 Porte de Versailles,221,6.7,48.8382542,2.2903493999999998
221422,6 Rue Saint Placide 6th arr 75006 Paris France,10,7/7/2017,8.4,Hotel Le Placide Saint Germain Des Pr s,123,7.5,48.8498439,2.3244252999999997
221431,6 Via Aristotile Fioravanti Garibaldi Station 20154 Milan Italy,30,8/1/2017,8.9,Hotel VIU Milan,219,9.6,45.488764,9.183057000000002
221504,6 Waterloo Place Westminster Borough London SW1Y 4AN United Kingdom,240,8/2/2017,9.2,Sofitel London St James,1284,10.0,51.5076044,-0.132266
221743,61 Gloucester Road Kensington and Chelsea London SW7 4PE United Kingdom,205,2/16/2016,8.1,Rydges Kensington Hotel,1057,5.8,51.4956883,-0.1827878
221804,61 Lincoln s Inn Fields Camden London WC2A 3JW United Kingdom,681,11/29/2015,8.9,Club Quarters Hotel Lincoln s Inn Fields,2692,9.6,51.516098799999995,-0.1181749
221858,60 Hyde Park gate Kensington and Chelsea London SW7 5BB United Kingdom,72,7/19/2017,9.0,Baglioni Hotel London The Leading Hotels of the World,290,9.2,51.5017224,-0.1846243
221897,60 Pentonville Road Islington London N1 9LA United Kingdom,685,3/2/2017,8.6,DoubleTree by Hilton London Islington,2277,9.2,51.5322508,-0.1095714
221995,62 Rue Saint Dominique 7th arr 75007 Paris France,60,2/5/2017,8.7,Hotel Saint Dominique,516,10.0,48.8599998,2.3087425
222884,60 rue Richer 9th arr 75009 Paris France,22,7/26/2017,8.8,Nell Hotel Suites,165,8.3,48.8741002,2.3426357
224562,61 Quai De Grenelle 15th arr 75015 Paris France,342,8/2/2017,7.6,Novotel Paris Centre Tour Eiffel,2310,2.5,48.8500283,2.2834126
225061,61 rue de la Voute 12th arr 75012 Paris France,48,7/23/2017,7.7,Best Western Plus 61 Paris Nation Hotel,795,5.0,48.8465653,2.4102405
225429,626 Chiswick High St Chiswick London W4 5RY United Kingdom,562,8/3/2017,8.5,Clayton Hotel Chiswick,1944,8.3,51.4924184,-0.27847009999999994
226547,63 rue de Richelieu 2nd arr 75002 Paris France,9,7/27/2017,8.9,Hotel Malte Astotel,121,10.0,48.8672474,2.33738
227520,64 Avenue Marceau 8th arr 75008 Paris France,33,7/17/2017,7.9,InterContinental Paris Avenue Marceau,183,5.4,48.8706373,2.2982095
227565,64 Boulevard de Grenelle 15th arr 75015 Paris France,18,7/29/2017,8.3,Mercure Tour Eiffel Grenelle,153,10.0,48.850448,2.2928845
227604,64 Rue Crozatier 12th arr 75012 Paris France,9,7/12/2017,7.9,Mercure Paris Bastille Saint Antoine,168,6.7,48.849574,2.3798517999999995
227626,64 Rue de l Arbre Sec 1st arr 75001 Paris France,6,5/5/2017,8.9,Boutique H tel Konfidentiel,86,9.6,48.8612535,2.3426256000000003
227645,65 73 Shaftesbury Avenue Westminster Borough London W1D 6EX United Kingdom,531,8/2/2017,9.0,The Piccadilly London West End,2298,8.8,51.51219570000001,-0.1318384
228220,65 rue des Saints P res 6th arr 75006 Paris France,63,3/27/2017,8.8,Hotel Des Saints Peres Esprit de France,560,10.0,48.8534026,2.3299043
228507,66 Boulevard Barb s 18th arr 75018 Paris France,116,10/30/2016,7.2,Best Western Hotel Montmartre Sacr Coeur,1201,2.5,48.888539,2.3498459
228660,65 rue Blanche 9th arr 75009 Paris France,27,1/18/2016,8.3,R Kipling by Happyculture,389,10.0,48.8820838,2.3315848999999997
229907,66 Knightsbridge Westminster Borough London SW1X 7LA United Kingdom,47,7/18/2017,8.5,Mandarin Oriental Hyde Park London,217,10.0,51.5022081,-0.1599428
229981,68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom,514,2/21/2016,8.2,Radisson Blu Edwardian Vanderbilt,2665,6.7,51.4953691,-0.18189660000000002
229993,67 rue Blanche 9th arr 75009 Paris France,33,7/28/2017,8.1,H tel Jos phine by Happyculture,395,10.0,48.8823141,2.3316687999999997
230010,68 Boulevard De Clichy 18th arr 75018 Paris France,58,4/27/2017,8.2,Hotel Le Chat Noir,705,9.6,48.8836255,2.3340537999999995
231360,68 Regent Street West End Mayfair Westminster Borough London W1B 4DY United Kingdom,211,2/12/2016,9.3,Hotel Cafe Royal,1128,10.0,51.5100916,-0.1359431
